-0.001998 0.999998
-0.00399201 0.999992
-0.00598204 0.999982
-0.00796808 0.999968
-0.00995017 0.99995
-0.0119283 0.999928
-0.0139025 0.999902
-0.0158727 0.999873
-0.017839 0.999839
-0.0198013 0.999801
-0.0217598 0.99976
-0.0237143 0.999714
-0.0256649 0.999665
-0.0276116 0.999612
-0.0295544 0.999554
-0.0314934 0.999493
-0.0334284 0.999428
-0.0353596 0.99936
-0.037287 0.999287
-0.0392105 0.999211
-0.0411301 0.99913
-0.0430459 0.999046
-0.0449579 0.998958
-0.046866 0.998866
-0.0487703 0.998771
-0.0506708 0.998671
-0.0525675 0.998568
-0.0544605 0.998461
-0.0563496 0.99835
-0.0582349 0.998235
-0.0601165 0.998117
-0.0619943 0.997995
-0.0638684 0.997869
-0.0657387 0.99774
-0.0676052 0.997606
-0.069468 0.997469
-0.0713271 0.997328
-0.0731824 0.997184
-0.0750341 0.997036
-0.076882 0.996884
-0.0787262 0.996728
-0.0805667 0.996569
-0.0824036 0.996406
-0.0842367 0.996239
-0.0860662 0.996069
-0.087892 0.995895
-0.0897141 0.995717
-0.0915326 0.995536
-0.0933474 0.995351
-0.0951586 0.995163
-0.0969661 0.994971
-0.09877 0.994775
-0.10057 0.994575
-0.102367 0.994373
-0.10416 0.994166
-0.105949 0.993956
-0.107735 0.993742
-0.109518 0.993525
-0.111296 0.993304
-0.113071 0.99308
-0.114843 0.992852
-0.116611 0.99262
-0.118375 0.992385
-0.120136 0.992147
-0.121893 0.991905
-0.123647 0.991659
-0.125397 0.99141
-0.127144 0.991158
-0.128887 0.990902
-0.130627 0.990642
-0.132363 0.990379
-0.134095 0.990113
-0.135824 0.989843
-0.13755 0.989569
-0.139272 0.989293
-0.140991 0.989012
-0.142706 0.988729
-0.144418 0.988442
-0.146126 0.988151
-0.147831 0.987857
-0.149532 0.98756
-0.15123 0.987259
-0.152924 0.986955
-0.154615 0.986647
-0.156303 0.986336
-0.157987 0.986022
-0.159667 0.985704
-0.161345 0.985383
-0.163019 0.985059
-0.164689 0.984731
-0.166356 0.9844
-0.16802 0.984066
-0.16968 0.983728
-0.171337 0.983387
-0.172991 0.983043
-0.174641 0.982695
-0.176288 0.982344
-0.177931 0.98199
-0.179571 0.981633
-0.181208 0.981272
-0.182841 0.980908
-0.184471 0.98054
-0.186098 0.98017
-0.187721 0.979796
-0.189341 0.979419
-0.190958 0.979039
-0.192571 0.978655
-0.194182 0.978268
-0.195788 0.977878
-0.197392 0.977485
-0.198992 0.977089
-0.200589 0.976689
-0.202183 0.976286
-0.203773 0.97588
-0.20536 0.975471
-0.206944 0.975059
-0.208525 0.974644
-0.210102 0.974225
-0.211676 0.973803
-0.213247 0.973378
-0.214814 0.97295
-0.216379 0.972519
-0.21794 0.972085
-0.219497 0.971647
-0.221052 0.971207
-0.222603 0.970763
-0.224152 0.970316
-0.225697 0.969866
-0.227238 0.969414
-0.228777 0.968957
-0.230312 0.968498
-0.231845 0.968036
-0.233374 0.967571
-0.234899 0.967103
-0.236422 0.966631
-0.237941 0.966157
-0.239458 0.96568
-0.240971 0.965199
-0.242481 0.964716
